review,rating,date,bank,source,language,sentiment,sentiment_score,themes
By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,BOA,Google Play,en,NEGATIVE,0.9992759823799133,['Other']
It doesn't work at all.,2,2025-01-02,BOA,Google Play,en,NEGATIVE,0.9997771382331848,['Other']
this app is not available,1,2025-01-02,BOA,Google Play,en,NEGATIVE,0.9997593760490417,['Other']
Wow what amazing,5,2024-12-30,BOA,Google Play,en,POSITIVE,0.9998555183410645,['Other']
በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30,BOA,Google Play,am,POSITIVE,0.322875052690506,['Other']
Lemn embi yilal??,5,2024-12-30,BOA,Google Play,other,NEGATIVE,0.9906971454620361,['Other']
It's useless app downgraded.,1,2024-12-29,BOA,Google Play,en,NEGATIVE,0.9998070597648621,['Other']
Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,BOA,Google Play,en,NEGATIVE,0.7652340531349182,['Customer Support']
When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24,BOA,Google Play,en,NEGATIVE,0.9997933506965637,['Other']
አይሰራም ሼም ነው፤,1,2024-12-23,BOA,Google Play,am,POSITIVE,0.39043503999710083,['App Performance']
Not that much bad,3,2024-12-22,BOA,Google Play,en,POSITIVE,0.9988158941268921,['Other']
Fine,5,2024-12-21,BOA,Google Play,other,POSITIVE,0.9998335838317871,['Other']
The dirtiest application ever seen...,1,2024-12-20,BOA,Google Play,en,NEGATIVE,0.9954877495765686,['Other']
Nic ap,5,2024-12-19,BOA,Google Play,other,POSITIVE,0.9873360991477966,['Other']
The forest app ever,1,2024-12-19,BOA,Google Play,en,POSITIVE,0.9840954542160034,['Other']
"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19,BOA,Google Play,en,NEGATIVE,0.9967040419578552,['Other']
Bank of abissena,1,2024-12-17,BOA,Google Play,en,POSITIVE,0.9480118751525879,['Other']
"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,BOA,Google Play,en,NEGATIVE,0.9888866543769836,['Fees & Charges']
GOOD,5,2024-12-14,BOA,Google Play,other,POSITIVE,0.9998161196708679,['Other']
The worst banking app ever. Never works!,1,2024-12-14,BOA,Google Play,en,NEGATIVE,0.9998007416725159,['Other']
Poorly functioning app,3,2024-12-13,BOA,Google Play,en,NEGATIVE,0.999775230884552,['Other']
Very nice,5,2024-12-13,BOA,Google Play,other,POSITIVE,0.9998563528060913,['Other']
Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,BOA,Google Play,en,NEGATIVE,0.9998007416725159,['Other']
It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10,BOA,Google Play,en,NEGATIVE,0.9997615218162537,['Customer Support']
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,BOA,Google Play,en,POSITIVE,0.9543284177780151,['Customer Support']
"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,BOA,Google Play,en,NEGATIVE,0.9997000694274902,['Customer Support']
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,BOA,Google Play,en,NEGATIVE,0.9941067695617676,['Fees & Charges']
It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,BOA,Google Play,en,NEGATIVE,0.9996792078018188,['Other']
My attention is very important because it will be the most difficult time for me,5,2024-11-30,BOA,Google Play,en,POSITIVE,0.9926175475120544,['Other']
"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,BOA,Google Play,en,NEGATIVE,0.9998001456260681,"['Customer Support', 'Transaction Issues']"
I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,BOA,Google Play,en,POSITIVE,0.8064290285110474,['Other']
This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,BOA,Google Play,en,NEGATIVE,0.9997996687889099,['Other']
exellent digital transaction of money,5,2024-11-26,BOA,Google Play,en,NEGATIVE,0.9944479465484619,"['Transaction Issues', 'Fees & Charges']"
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,BOA,Google Play,en,NEGATIVE,0.9997497200965881,['Other']
👏👏👏,5,2024-11-24,BOA,Google Play,unknown,NEGATIVE,0.6970565915107727,['Other']
Money,5,2024-11-24,BOA,Google Play,en,POSITIVE,0.9659324884414673,['Fees & Charges']
It needs more improvment,2,2024-11-24,BOA,Google Play,en,NEGATIVE,0.998616099357605,['Other']
ab,3,2024-11-20,BOA,Google Play,other,NEUTRAL,0.0,['Other']
Ademtahir,5,2024-11-20,BOA,Google Play,other,POSITIVE,0.9930110573768616,['Other']
✌️✌️,5,2024-11-20,BOA,Google Play,unknown,NEGATIVE,0.6970565915107727,['Other']
Please this app on my android phone,3,2024-11-20,BOA,Google Play,en,POSITIVE,0.648866593837738,['Other']
GOAT 🐐 🐐,5,2024-11-19,BOA,Google Play,other,NEGATIVE,0.9337347745895386,['Other']
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,BOA,Google Play,en,NEGATIVE,0.9994460940361023,['App Performance']
Fast and reliable,5,2024-11-18,BOA,Google Play,en,POSITIVE,0.9998595714569092,['App Performance']
"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,BOA,Google Play,en,NEGATIVE,0.9998020529747009,['Fees & Charges']
Very good,5,2024-11-14,BOA,Google Play,other,POSITIVE,0.9998520612716675,['Other']
One of the poorest mobile banking system,1,2024-11-13,BOA,Google Play,en,NEGATIVE,0.9997566342353821,['Other']
❤❤❤❤❤❤,5,2024-11-12,BOA,Google Play,unknown,NEGATIVE,0.6970565915107727,['Other']
Oene,5,2024-11-12,BOA,Google Play,other,POSITIVE,0.8278862833976746,['Other']
i find it interesting specially in reciept downloading,1,2024-11-12,BOA,Google Play,en,POSITIVE,0.9981314539909363,['Other']
it good,5,2024-11-12,BOA,Google Play,other,POSITIVE,0.9998427629470825,['Other']
"This app crashes everytime, please fix it",1,2024-11-12,BOA,Google Play,en,NEGATIVE,0.9996472597122192,['App Performance']
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,BOA,Google Play,en,NEGATIVE,0.9964038133621216,['Other']
I need a support the app is not working,5,2024-11-12,BOA,Google Play,en,NEGATIVE,0.9998034834861755,"['App Performance', 'Customer Support']"
Bast bank of ethiopia,5,2024-11-12,BOA,Google Play,en,POSITIVE,0.9978061318397522,['Other']
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,BOA,Google Play,am,NEGATIVE,0.38422271609306335,['Transaction Issues']
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,BOA,Google Play,en,POSITIVE,0.9878897070884705,['Customer Support']
The worst App i have never seen like this before,1,2024-11-12,BOA,Google Play,en,NEGATIVE,0.999774158000946,['Other']
Wweeeer,4,2024-11-12,BOA,Google Play,other,NEGATIVE,0.8910733461380005,['Other']
Infinx,5,2024-11-12,BOA,Google Play,en,NEGATIVE,0.9042558670043945,['Other']
Great service,5,2024-11-12,BOA,Google Play,en,POSITIVE,0.9998434782028198,['Customer Support']
This app is not available on all android versions and some times it is not functional.,1,2024-11-08,BOA,Google Play,en,NEGATIVE,0.9997187256813049,['Other']
senayt Mesfin,4,2024-11-08,BOA,Google Play,other,POSITIVE,0.8874821066856384,['Other']
Bad app vety bad.,1,2024-11-07,BOA,Google Play,other,NEGATIVE,0.9998058676719666,['Other']
Abessnya Banke,5,2024-11-05,BOA,Google Play,other,NEGATIVE,0.9873653054237366,['Other']
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,BOA,Google Play,en,NEGATIVE,0.9997209906578064,['Other']
Professional on banking app,5,2024-11-01,BOA,Google Play,en,POSITIVE,0.9616296291351318,['Other']
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,BOA,Google Play,en,NEGATIVE,0.993607759475708,"['App Performance', 'User Interface']"
አይሰራም አስተካክሉት,5,2024-10-26,BOA,Google Play,am,POSITIVE,0.34280773997306824,['App Performance']
Please try another because this app doesn't feet the need of this generation,1,2024-10-25,BOA,Google Play,en,NEGATIVE,0.9962698221206665,['Fees & Charges']
Fast transfer,5,2024-10-24,BOA,Google Play,other,POSITIVE,0.9989985823631287,"['App Performance', 'Transaction Issues']"
"What's up I can't log in, what's wrong",5,2024-10-22,BOA,Google Play,en,NEGATIVE,0.9989662170410156,['Other']
Amrumehamed,1,2024-10-21,BOA,Google Play,other,POSITIVE,0.692405641078949,['Other']
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,BOA,Google Play,en,POSITIVE,0.9683733582496643,"['App Performance', 'Customer Support']"
ደደገነሐ,5,2024-10-15,BOA,Google Play,am,POSITIVE,0.3085778057575226,['Other']
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,BOA,Google Play,en,NEGATIVE,0.9995194673538208,"['Transaction Issues', 'App Performance']"
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,BOA,Google Play,en,NEGATIVE,0.999660849571228,"['App Performance', 'Customer Support']"
Good App,4,2024-10-12,BOA,Google Play,en,POSITIVE,0.9998493194580078,['Other']
Best app to me,5,2024-10-11,BOA,Google Play,en,POSITIVE,0.9978218078613281,['Other']
BOA,5,2024-10-11,BOA,Google Play,other,NEGATIVE,0.7410537600517273,['Other']
Abdulkadir,5,2024-10-11,BOA,Google Play,other,POSITIVE,0.981449544429779,['Other']
Bad,1,2024-10-10,BOA,Google Play,other,NEGATIVE,0.999782383441925,['Other']
If it is possible I would gove0 star,1,2024-10-08,BOA,Google Play,en,NEGATIVE,0.9928192496299744,['Other']
Nise mobile bankig,4,2024-10-05,BOA,Google Play,other,NEGATIVE,0.9858755469322205,['Other']
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,BOA,Google Play,en,NEGATIVE,0.9532791972160339,"['App Performance', 'Transaction Issues']"
Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,BOA,Google Play,en,NEGATIVE,0.9992843270301819,['Other']
Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,BOA,Google Play,en,NEGATIVE,0.998016357421875,['User Interface']
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,BOA,Google Play,en,NEGATIVE,0.9964292645454407,['App Performance']
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,BOA,Google Play,en,NEGATIVE,0.6597372889518738,['Transaction Issues']
Worest app,1,2024-10-03,BOA,Google Play,en,NEGATIVE,0.7789769768714905,['Other']
The worest app ever,1,2024-10-03,BOA,Google Play,en,POSITIVE,0.9535900950431824,['Other']
አሪፍ ነው በርቱልን,5,2024-10-03,BOA,Google Play,am,POSITIVE,0.37613287568092346,['Other']
Wwwerrr,5,2024-10-02,BOA,Google Play,other,NEGATIVE,0.8502516150474548,['Other']
ጀማል ውቀቱ,5,2024-09-30,BOA,Google Play,am,POSITIVE,0.34280773997306824,['Other']
Great For Financial company,5,2024-09-30,BOA,Google Play,en,POSITIVE,0.9998703002929688,['Other']
The App's crash always.. Error.....,3,2024-09-27,BOA,Google Play,en,NEGATIVE,0.9996880292892456,"['App Performance', 'Transaction Issues']"
This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,BOA,Google Play,en,NEGATIVE,0.998582124710083,['User Interface']
Great UI and seamless UX. I love it!!,5,2024-09-25,BOA,Google Play,en,POSITIVE,0.9998557567596436,['User Interface']
That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,BOA,Google Play,en,NEGATIVE,0.9941336512565613,['Other']
It's easy used to operate program and secured 👍👍,4,2024-09-25,BOA,Google Play,en,NEGATIVE,0.9652976989746094,['Other']
I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21,BOA,Google Play,en,NEGATIVE,0.9994741082191467,"['Transaction Issues', 'Fees & Charges']"
Amazing,5,2024-09-19,BOA,Google Play,other,POSITIVE,0.999875545501709,['Other']
Great app with great services,5,2024-09-19,BOA,Google Play,en,POSITIVE,0.9998226761817932,['Customer Support']
Yes active user,5,2024-09-17,BOA,Google Play,en,POSITIVE,0.9983929991722107,['Other']
Shameful,1,2024-09-17,BOA,Google Play,en,NEGATIVE,0.998016357421875,['Other']
The worest app ever made i would not recommende for no one,1,2024-09-16,BOA,Google Play,en,NEGATIVE,0.5611279010772705,['Other']
"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,BOA,Google Play,en,NEGATIVE,0.9988893866539001,"['Transaction Issues', 'Fees & Charges']"
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,BOA,Google Play,en,NEGATIVE,0.9993953704833984,"['Customer Support', 'App Performance']"
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,BOA,Google Play,am,POSITIVE,0.44231417775154114,['User Interface']
It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,BOA,Google Play,en,NEGATIVE,0.9997778534889221,"['App Performance', 'User Interface']"
"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-14,BOA,Google Play,en,NEGATIVE,0.9925205707550049,['Other']
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,BOA,Google Play,en,NEGATIVE,0.9993253946304321,['Other']
Bes and freindly app,5,2024-09-13,BOA,Google Play,en,NEGATIVE,0.9136508703231812,['Other']
It doesn't work.,1,2024-09-12,BOA,Google Play,other,NEGATIVE,0.9997761845588684,['Other']
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,BOA,Google Play,en,NEGATIVE,0.9997968077659607,['Other']
How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,BOA,Google Play,en,NEGATIVE,0.9998114705085754,"['User Interface', 'Fees & Charges']"
Smart technology,5,2024-09-10,BOA,Google Play,en,POSITIVE,0.9998468160629272,['Other']
Yegema app tish🪨,1,2024-09-08,BOA,Google Play,other,NEGATIVE,0.9501880407333374,['Other']
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,BOA,Google Play,en,NEGATIVE,0.9996864795684814,['Other']
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,BOA,Google Play,en,NEGATIVE,0.9997275471687317,['App Performance']
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,BOA,Google Play,en,NEGATIVE,0.999210000038147,['App Performance']
Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05,BOA,Google Play,en,NEGATIVE,0.9127680063247681,['App Performance']
እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05,BOA,Google Play,am,POSITIVE,0.5318094491958618,['Transaction Issues']
Fast one,3,2024-09-04,BOA,Google Play,en,POSITIVE,0.9994491934776306,['App Performance']
Nice looking app but a terrible user experience.,1,2024-09-03,BOA,Google Play,en,NEGATIVE,0.9958102703094482,['User Interface']
The worest MB app ever!!🙄,1,2024-09-02,BOA,Google Play,en,NEGATIVE,0.8734647035598755,['Other']
It is ok,5,2024-09-01,BOA,Google Play,en,POSITIVE,0.9998496770858765,['Other']
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,BOA,Google Play,en,NEGATIVE,0.9987314343452454,['User Interface']
Apollo's,1,2024-08-29,BOA,Google Play,other,POSITIVE,0.9974138736724854,['Other']
The worst experience ever,1,2024-08-29,BOA,Google Play,en,NEGATIVE,0.999792754650116,['Other']
Hussenaliumar,5,2024-08-29,BOA,Google Play,other,NEGATIVE,0.6654533743858337,['Other']
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,BOA,Google Play,en,NEGATIVE,0.999367892742157,['Other']
It is not work for my device,5,2024-08-27,BOA,Google Play,en,NEGATIVE,0.9997636675834656,['Other']
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,BOA,Google Play,en,NEGATIVE,0.9990233182907104,['Other']
The worst app ever,1,2024-08-26,BOA,Google Play,en,NEGATIVE,0.9997934699058533,['Other']
Betanya Gebre,3,2024-08-23,BOA,Google Play,other,POSITIVE,0.8911885619163513,['Other']
I dont recommand it to any one,1,2024-08-23,BOA,Google Play,en,NEGATIVE,0.9855504035949707,['Other']
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,BOA,Google Play,en,NEGATIVE,0.9988825917243958,['Other']
ትርሃስ,5,2024-08-19,BOA,Google Play,am,POSITIVE,0.3085778057575226,['Other']
Gio,4,2024-08-19,BOA,Google Play,other,POSITIVE,0.9969680905342102,['Other']
App isn't working,1,2024-08-18,BOA,Google Play,other,NEGATIVE,0.9995692372322083,['App Performance']
so far good but always it lugs,3,2024-08-17,BOA,Google Play,en,NEGATIVE,0.982947051525116,['Other']
Don't trust this bank and its service.,1,2024-08-16,BOA,Google Play,en,NEGATIVE,0.9996311664581299,['Customer Support']
"I can not open and use the application,please help me!",5,2024-08-15,BOA,Google Play,en,NEGATIVE,0.9995014667510986,['Customer Support']
Horrible,1,2024-08-14,BOA,Google Play,en,NEGATIVE,0.9997841715812683,['Other']
Mostly not working 😑,1,2024-08-14,BOA,Google Play,en,NEGATIVE,0.9995825886726379,['App Performance']
Awesome 👌,5,2024-08-12,BOA,Google Play,other,POSITIVE,0.9998607635498047,['Other']
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,BOA,Google Play,en,NEGATIVE,0.9997915625572205,['Other']
Very poor app b/c highly slow to open the app,1,2024-08-12,BOA,Google Play,en,NEGATIVE,0.9998080134391785,['App Performance']
Wedi Tekle .,5,2024-08-11,BOA,Google Play,other,NEGATIVE,0.8421270847320557,['Other']
Bad app📱👎👎👎,1,2024-08-11,BOA,Google Play,other,NEGATIVE,0.9997676014900208,['Other']
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,BOA,Google Play,other,NEGATIVE,0.9956488013267517,['Other']
Nice appp,5,2024-08-11,BOA,Google Play,other,POSITIVE,0.9997910857200623,['Other']
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,BOA,Google Play,am,POSITIVE,0.45781007409095764,['App Performance']
Gooood app my dear,5,2024-08-10,BOA,Google Play,en,NEGATIVE,0.900593638420105,['Other']
Harun tamam galanaa,3,2024-08-09,BOA,Google Play,other,NEGATIVE,0.9410594701766968,['Other']
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,BOA,Google Play,en,NEGATIVE,0.9998038411140442,['Other']
Gamebela,1,2024-08-08,BOA,Google Play,other,POSITIVE,0.8994184732437134,['Other']
so poor app to use can't start up when open the app,1,2024-08-08,BOA,Google Play,en,NEGATIVE,0.9997444748878479,['Other']
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,BOA,Google Play,en,NEGATIVE,0.9987001419067383,"['App Performance', 'Transaction Issues']"
Good job,5,2024-08-07,BOA,Google Play,other,POSITIVE,0.999835729598999,['Other']
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,BOA,Google Play,en,NEGATIVE,0.9998094439506531,['User Interface']
Bad app .,1,2024-08-06,BOA,Google Play,other,NEGATIVE,0.9997915625572205,['Other']
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,BOA,Google Play,en,NEGATIVE,0.9994394183158875,['Other']
Review,5,2024-08-06,BOA,Google Play,other,POSITIVE,0.9946893453598022,['Other']
Goood,4,2024-08-06,BOA,Google Play,other,NEGATIVE,0.9943867921829224,['Other']
👎👎👎👎👎👎👎👎👎,1,2024-08-05,BOA,Google Play,unknown,NEGATIVE,0.6970565915107727,['Other']
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,BOA,Google Play,en,NEGATIVE,0.99793541431427,['Other']
The previous version is better it doesn't work,1,2024-08-04,BOA,Google Play,en,NEGATIVE,0.9997755885124207,['Other']
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,BOA,Google Play,en,NEGATIVE,0.9998201727867126,"['App Performance', 'User Interface']"
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03,BOA,Google Play,en,POSITIVE,0.9958856701850891,['Other']
It's a useless app,1,2024-08-02,BOA,Google Play,en,NEGATIVE,0.9998058676719666,['Other']
"It's not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01,BOA,Google Play,en,NEGATIVE,0.9968530535697937,['App Performance']
Poor network,1,2024-08-01,BOA,Google Play,other,NEGATIVE,0.9997891783714294,['Other']
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,2024-07-31,BOA,Google Play,en,NEGATIVE,0.9993754029273987,['App Performance']
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,BOA,Google Play,en,NEGATIVE,0.9953023195266724,['Other']
"It's not working totally, what a useless app is it,",1,2024-07-31,BOA,Google Play,en,NEGATIVE,0.9998171925544739,['App Performance']
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,2024-07-31,BOA,Google Play,en,NEGATIVE,0.9989368319511414,['Other']
this is so disappointing app 😞,1,2024-07-30,BOA,Google Play,en,NEGATIVE,0.9998024106025696,['Other']
አቢስኒያ የሁሉም ምርጫ,5,2024-07-29,BOA,Google Play,am,POSITIVE,0.37613287568092346,['Other']
Nays,5,2024-07-28,BOA,Google Play,other,NEGATIVE,0.9894010424613953,['Other']
The worst app,1,2024-07-28,BOA,Google Play,en,NEGATIVE,0.9997969269752502,['Other']
it can't even open and only display error messages,1,2024-07-27,BOA,Google Play,en,NEGATIVE,0.9993472695350647,['Transaction Issues']
not active,1,2024-07-27,BOA,Google Play,en,NEGATIVE,0.999765932559967,['Other']
To get good quality,5,2024-07-27,BOA,Google Play,en,POSITIVE,0.9998683929443359,['Other']
አይሰራም እኮ ምንድን ነው ችግሩ?,1,2024-07-26,BOA,Google Play,am,NEGATIVE,0.3416828513145447,['App Performance']
uselss app dont download,1,2024-07-26,BOA,Google Play,en,NEGATIVE,0.9977203011512756,['Other']
"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",1,2024-07-25,BOA,Google Play,en,NEGATIVE,0.9997162222862244,"['App Performance', 'Transaction Issues']"
"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",1,2024-07-25,BOA,Google Play,en,NEGATIVE,0.9991223216056824,['Other']
Corrupted and poor app,1,2024-07-24,BOA,Google Play,en,NEGATIVE,0.9997439980506897,['Other']
When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,3,2024-07-24,BOA,Google Play,en,NEGATIVE,0.9998012185096741,['Other']
FIX YOUR Apollo!! You guys where the best 👌,1,2024-07-23,BOA,Google Play,en,POSITIVE,0.9994503855705261,['Other']
Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23,BOA,Google Play,en,NEGATIVE,0.9994396567344666,['App Performance']
"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",1,2024-07-23,BOA,Google Play,en,NEGATIVE,0.9997815489768982,['Customer Support']
Poor application. It turned off by itself,1,2024-07-23,BOA,Google Play,en,NEGATIVE,0.9997444748878479,['Other']
It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23,BOA,Google Play,en,NEGATIVE,0.9991043210029602,['App Performance']
we want international mobile banking,1,2024-07-22,BOA,Google Play,en,POSITIVE,0.958784818649292,['Other']
