review,rating,date,bank,source
"most of bank apps in Ethiopia are linked with ethiopian phone number, I live in US permanently so when I open BoA account, I told them where I live and to link it with email address instead of phone # as ethio phone number is not working where I live, unfortunetly my fear appeared and now when I change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",1,2025-10-01 14:30:39,BOA,Google Play
jaajja,4,2025-09-30 12:13:07,BOA,Google Play
I love this bank the best experience ever.,5,2025-09-28 03:17:38,BOA,Google Play
"Nothing has been improved, it doesn't work like the previous version.",1,2025-09-25 19:41:02,BOA,Google Play
easy and fast,5,2025-09-24 03:20:04,BOA,Google Play
Great,5,2025-09-20 16:06:09,BOA,Google Play
mobile banking,5,2025-09-19 17:43:07,BOA,Google Play
very good,5,2025-09-18 19:31:44,BOA,Google Play
😎,5,2025-09-17 23:47:17,BOA,Google Play
"need alot of connection, chooses device, very lug even when there is connection",1,2025-09-17 12:50:17,BOA,Google Play
On my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. Please fix the issue my beloved bank of abyssinia.,1,2025-09-15 16:16:36,BOA,Google Play
since the last update i can open the app crashes a lot and omg its being very slow opening and loading,2,2025-09-15 16:14:20,BOA,Google Play
none,5,2025-09-14 20:21:53,BOA,Google Play
good,2,2025-09-13 07:42:59,BOA,Google Play
good,5,2025-09-12 10:11:17,BOA,Google Play
very good app i ever used,5,2025-09-12 07:25:40,BOA,Google Play
its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,4,2025-09-11 18:48:42,BOA,Google Play
zedo,5,2025-09-11 01:38:59,BOA,Google Play
please open my mobile app,5,2025-09-10 14:43:30,BOA,Google Play
it doesn't open,1,2025-09-10 11:38:37,BOA,Google Play
Very Good,5,2025-09-09 00:18:34,BOA,Google Play
masha alla,5,2025-09-08 00:23:30,BOA,Google Play
Best banking transaction application in Ethiopia !,5,2025-09-05 16:24:28,BOA,Google Play
السلام عليكم ورحمة الله وبركاته ماشاء الله تبارك الرحمن هذا التطبيق ممتاز جدا,5,2025-09-04 17:02:58,BOA,Google Play
tamaam kamal,1,2025-09-04 00:55:34,BOA,Google Play
በጣም ሐሪፍ,5,2025-09-03 14:16:27,BOA,Google Play
great 👍,5,2025-09-02 08:11:28,BOA,Google Play
goof,4,2025-09-01 08:54:57,BOA,Google Play
absiniya banki,5,2025-08-29 17:14:45,BOA,Google Play
has issue after installation and i think it doesn't work with tecno common 30,1,2025-08-26 14:05:33,BOA,Google Play
One of the best in this business,5,2025-08-25 15:34:55,BOA,Google Play
Excellent,5,2025-08-20 19:32:23,BOA,Google Play
besat🥰,5,2025-08-19 20:47:44,BOA,Google Play
unlimited experience,5,2025-08-18 08:15:44,BOA,Google Play
"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",4,2025-08-17 05:44:58,BOA,Google Play
very nice mobile banking app my favourite,5,2025-08-16 12:58:54,BOA,Google Play
"it almost never boots up!!! and even if it did, it crashes immediately",1,2025-08-15 13:12:02,BOA,Google Play
best apps,5,2025-08-15 13:01:49,BOA,Google Play
the worst app ever to exist in a bank history,1,2025-08-15 10:08:29,BOA,Google Play
thank you,5,2025-08-14 06:41:49,BOA,Google Play
Best mobile app in the country,5,2025-08-14 06:04:30,BOA,Google Play
not fast,2,2025-08-12 17:29:21,BOA,Google Play
keeps freezing at the front page.,1,2025-08-10 16:35:29,BOA,Google Play
it is not working on redminote 11 pro+ pls fix it,1,2025-08-08 06:03:06,BOA,Google Play
abseniya bank app,5,2025-08-08 02:00:41,BOA,Google Play
good,5,2025-08-05 16:19:00,BOA,Google Play
yes goode app,5,2025-08-03 22:19:34,BOA,Google Play
Great App,5,2025-08-02 20:34:23,BOA,Google Play
1) Crashes repeatedly 2) Takes Century to Boot 3) Repeatedly requires Update which is very annoying. 4) It doesn't ask for Password for one step confirmation when transferring money. 5) Automatically stops music when the app is launched (it doesn't really matter just fyi) Overall this have to be the worst mobile banking app I have tried so far and should not be released with all these bugs & issues.,1,2025-08-02 15:36:41,BOA,Google Play
ረጀብነሱ,1,2025-07-31 15:03:22,BOA,Google Play
The Worst Mobile Banking App.,1,2025-07-31 07:17:18,BOA,Google Play
giod,5,2025-07-30 22:13:34,BOA,Google Play
best bank in ethiopia,5,2025-07-29 18:00:02,BOA,Google Play
waqayyoo,5,2025-07-28 08:47:08,BOA,Google Play
please is not working,2,2025-07-27 19:25:36,BOA,Google Play
nothing when I need to install the Apk it say that re-up date,5,2025-07-25 08:42:43,BOA,Google Play
I can log in from any where,5,2025-07-23 02:05:42,BOA,Google Play
😇,3,2025-07-20 23:01:28,BOA,Google Play
no proplem,5,2025-07-20 16:52:05,BOA,Google Play
👍👍👍,5,2025-07-19 23:05:52,BOA,Google Play
excellent app,5,2025-07-18 15:05:21,BOA,Google Play
good work,5,2025-07-15 20:39:23,BOA,Google Play
☹️,5,2025-07-15 13:41:46,BOA,Google Play
excellent,5,2025-07-14 17:05:54,BOA,Google Play
Great BoA,5,2025-07-14 15:12:11,BOA,Google Play
Good,5,2025-07-14 14:41:54,BOA,Google Play
Okay,4,2025-07-13 19:18:06,BOA,Google Play
not working,1,2025-07-12 11:26:49,BOA,Google Play
This App is Getting worse and worse with every update,2,2025-07-11 12:03:44,BOA,Google Play
ምርጥ ነው,1,2025-07-10 14:21:42,BOA,Google Play
nice,5,2025-07-10 13:40:43,BOA,Google Play
Best app,5,2025-07-08 06:11:03,BOA,Google Play
meku,5,2025-07-07 11:47:46,BOA,Google Play
nice,4,2025-07-04 16:10:57,BOA,Google Play
awasome app go a head,5,2025-07-04 07:18:24,BOA,Google Play
😎,5,2025-07-03 11:54:18,BOA,Google Play
it sucks as hell. it crashes most of the time and takes a long time to load .,1,2025-07-03 02:31:08,BOA,Google Play
"The App is nice and easy to use but after some time it crushed and said ""Error check your device connectivity"" please fix it",3,2025-07-02 19:59:16,BOA,Google Play
Easy and very nice app to load more than the previouse but in recent time some loading problem detected.,5,2025-07-01 15:08:48,BOA,Google Play
wow,5,2025-07-01 07:41:12,BOA,Google Play
"The worst MBA I have experienced, The app crush frequently and they take to long to fix the problem even more than a week.",1,2025-06-27 08:30:30,BOA,Google Play
amazing Banks App👌👌,3,2025-06-25 16:35:00,BOA,Google Play
goof,5,2025-06-25 15:48:07,BOA,Google Play
good App fore me,5,2025-06-25 14:12:00,BOA,Google Play
"very uninterested it's not working when the ""developer mode on"" i haven't off the developer options i preferred to uninstall your app .....",1,2025-06-24 11:27:26,BOA,Google Play
fantastic,5,2025-06-22 09:50:55,BOA,Google Play
👍,4,2025-06-21 16:06:11,BOA,Google Play
it's nice to use.,5,2025-06-21 08:34:30,BOA,Google Play
app doesn't start,1,2025-06-21 07:48:21,BOA,Google Play
Excellent application,5,2025-06-18 10:24:46,BOA,Google Play
its very bad app its very slow,1,2025-06-17 10:08:55,BOA,Google Play
ብዙዬ ሺዋየ በለጠ,1,2025-06-15 18:26:48,BOA,Google Play
good,1,2025-06-15 11:16:19,BOA,Google Play
Good job!,5,2025-06-13 10:04:06,BOA,Google Play
best financial app.,5,2025-06-12 08:53:43,BOA,Google Play
ቆንጆ ነው በርቱ,5,2025-06-11 20:19:48,BOA,Google Play
the worst app humans ever created,1,2025-06-09 15:27:28,BOA,Google Play
it's not working,3,2025-06-05 10:57:36,BOA,Google Play
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03 15:21:34,BOA,Google Play
exceptional,5,2025-06-03 09:32:35,BOA,Google Play
BoA Mobile good bank,5,2025-06-02 13:25:12,BOA,Google Play
this is worest app 24/7 loading,1,2025-06-01 14:51:10,BOA,Google Play
BoA system is confartable,5,2025-05-31 23:47:32,BOA,Google Play
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27 20:16:27,BOA,Google Play
Good service.,3,2025-05-25 18:14:52,BOA,Google Play
the app crush frequently,1,2025-05-24 11:24:56,BOA,Google Play
good,5,2025-05-22 14:34:58,BOA,Google Play
You guys keeps getting worst,1,2025-05-22 07:57:39,BOA,Google Play
good,5,2025-05-21 18:16:49,BOA,Google Play
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21 12:49:15,BOA,Google Play
BoA,2,2025-05-20 14:21:55,BOA,Google Play
good,5,2025-05-20 09:57:13,BOA,Google Play
but not opening on android,4,2025-05-19 16:19:32,BOA,Google Play
Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18 14:36:47,BOA,Google Play
amazing,5,2025-05-18 13:34:19,BOA,Google Play
excellent,5,2025-05-15 14:42:43,BOA,Google Play
"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11 18:07:08,BOA,Google Play
nice,5,2025-05-10 17:48:38,BOA,Google Play
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10 11:44:44,BOA,Google Play
Best app,5,2025-05-09 15:12:56,BOA,Google Play
liking this application good 👍,5,2025-05-07 17:34:10,BOA,Google Play
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06 17:06:33,BOA,Google Play
good,5,2025-05-06 16:44:32,BOA,Google Play
good,5,2025-05-02 20:50:25,BOA,Google Play
good,4,2025-04-30 10:23:56,BOA,Google Play
good,4,2025-04-30 09:34:17,BOA,Google Play
wow,5,2025-04-28 16:51:26,BOA,Google Play
it's really good 👍,5,2025-04-23 18:44:14,BOA,Google Play
Bad app . it stuck when you open and noting WORKS.,1,2025-04-23 13:16:20,BOA,Google Play
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20 20:05:21,BOA,Google Play
Best,2,2025-04-19 17:38:02,BOA,Google Play
It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19 06:15:54,BOA,Google Play
yideg,1,2025-04-17 23:18:40,BOA,Google Play
great boa,5,2025-04-10 13:33:26,BOA,Google Play
Best,5,2025-04-10 10:53:01,BOA,Google Play
boa of mobile backing,5,2025-04-09 13:32:34,BOA,Google Play
nice,5,2025-04-09 03:01:08,BOA,Google Play
faster bank of Abissinya,5,2025-04-08 15:36:23,BOA,Google Play
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08 09:12:19,BOA,Google Play
it just doesn't work...so frustrating,1,2025-04-07 17:04:17,BOA,Google Play
like,5,2025-04-06 21:17:21,BOA,Google Play
it's not work correctly... you must have update it,1,2025-04-06 10:01:42,BOA,Google Play
"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04 21:57:29,BOA,Google Play
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04 11:38:08,BOA,Google Play
good but they don't update enough don't add new things,3,2025-04-04 11:24:06,BOA,Google Play
very good,5,2025-04-03 07:50:56,BOA,Google Play
thank you,5,2025-04-02 02:33:00,BOA,Google Play
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-03-31 23:27:34,BOA,Google Play
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31 22:55:06,BOA,Google Play
good application,5,2025-03-30 20:56:40,BOA,Google Play
this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30 14:27:26,BOA,Google Play
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29 12:29:38,BOA,Google Play
always problematic hardly works,1,2025-03-26 11:28:25,BOA,Google Play
considering the fact the bank is huge this app really bad you could do better,1,2025-03-25 16:33:59,BOA,Google Play
best app,5,2025-03-25 11:15:12,BOA,Google Play
very good,5,2025-03-25 10:56:42,BOA,Google Play
"worst app and Bank ever u be ashamed, scammer",1,2025-03-24 15:00:42,BOA,Google Play
great BoA,5,2025-03-22 10:46:56,BOA,Google Play
best,5,2025-03-21 10:32:05,BOA,Google Play
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21 08:49:11,BOA,Google Play
good,5,2025-03-21 04:06:10,BOA,Google Play
good,5,2025-03-19 19:15:38,BOA,Google Play
there is no speed,1,2025-03-19 17:12:01,BOA,Google Play
"For anyone who wants to download it, just don't!!!",1,2025-03-19 14:02:57,BOA,Google Play
wonderful,5,2025-03-19 11:58:10,BOA,Google Play
all worck,5,2025-03-19 10:55:57,BOA,Google Play
Loved it,5,2025-03-14 15:57:04,BOA,Google Play
Wow,1,2025-03-14 01:37:53,BOA,Google Play
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12 20:41:25,BOA,Google Play
Improved to be the best,5,2025-03-11 10:32:31,BOA,Google Play
BoA,5,2025-03-11 08:51:57,BOA,Google Play
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11 07:22:01,BOA,Google Play
BoA Greqt Ethiopian bank.,5,2025-03-11 06:31:05,BOA,Google Play
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10 18:11:15,BOA,Google Play
Almost better compared to cbe where it is not qualified for,4,2025-03-09 09:50:02,BOA,Google Play
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09 09:34:30,BOA,Google Play
Wonderfull app,5,2025-03-08 08:23:26,BOA,Google Play
i can't use this app why?,5,2025-03-07 12:28:00,BOA,Google Play
Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06 20:44:28,BOA,Google Play
Wow,4,2025-03-05 19:58:05,BOA,Google Play
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05 13:03:56,BOA,Google Play
AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04 18:03:40,BOA,Google Play
Good app,5,2025-03-03 14:47:22,BOA,Google Play
"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03 07:24:29,BOA,Google Play
It has good features but sometimes it doesn't work...0,1,2025-03-02 15:02:17,BOA,Google Play
Very poor proformance,1,2025-03-01 21:02:44,BOA,Google Play
It's not opening. Really frustrating,1,2025-03-01 15:18:34,BOA,Google Play
Verry Amazing App from all IB,5,2025-03-01 09:35:08,BOA,Google Play
Not working on this days,1,2025-02-26 11:29:28,BOA,Google Play
Thank you BoA,5,2025-02-23 09:06:47,BOA,Google Play
best banking app in the wworld,5,2025-02-22 17:58:17,BOA,Google Play
Nice app and it's easy to use,5,2025-02-21 10:41:42,BOA,Google Play
"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15 16:15:50,BOA,Google Play
This is help full i like ittttt,5,2025-02-14 19:09:06,BOA,Google Play
The is not functional at all?,2,2025-02-12 09:31:48,BOA,Google Play
Best bank,5,2025-02-08 09:08:52,BOA,Google Play
Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07 07:28:37,BOA,Google Play
good,5,2025-02-05 05:32:27,BOA,Google Play
🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-04 06:48:51,BOA,Google Play
I have been using this app for two years.It is amazing.,5,2025-01-31 22:18:26,BOA,Google Play
Good 👍,5,2025-01-31 15:46:28,BOA,Google Play
Sad experience,1,2025-01-30 18:27:28,BOA,Google Play
Always do update and that is annoying,3,2025-01-27 07:11:12,BOA,Google Play
"Best app, somehow waiting a few minutes",5,2025-01-23 14:02:28,BOA,Google Play
I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22 04:05:22,BOA,Google Play
Whenever I try to sign in app close please fixed it out,2,2025-01-21 17:34:22,BOA,Google Play
Beter,5,2025-01-21 10:47:47,BOA,Google Play
Boa,4,2025-01-18 14:17:34,BOA,Google Play
በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18 11:33:28,BOA,Google Play
Aadan Axmed Barkhadle,5,2025-01-17 17:23:05,BOA,Google Play
😡😡😡🤬🤬🤬,1,2025-01-16 10:46:26,BOA,Google Play
Horrible customer service and app crashes Horrible!!,1,2025-01-15 11:24:17,BOA,Google Play
I love it,5,2025-01-14 09:17:47,BOA,Google Play
Best,5,2025-01-14 09:14:00,BOA,Google Play
It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13 13:45:23,BOA,Google Play
Good🙏,5,2025-01-12 00:27:14,BOA,Google Play
Like to much,5,2025-01-11 08:43:49,BOA,Google Play
Thank you,5,2025-01-10 17:24:54,BOA,Google Play
Perfect,5,2025-01-09 17:02:07,BOA,Google Play
The best of best,5,2025-01-09 13:57:55,BOA,Google Play
I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07 10:26:17,BOA,Google Play
Boa,5,2025-01-06 06:43:09,BOA,Google Play
Great 👍,5,2025-01-04 14:59:09,BOA,Google Play
Fast and suitable for the customers.,5,2025-01-04 06:16:44,BOA,Google Play
Good 👍,5,2025-01-03 18:59:49,BOA,Google Play
Good app and helpful,5,2025-01-03 13:51:42,BOA,Google Play
"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03 05:56:58,BOA,Google Play
By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02 13:31:28,BOA,Google Play
It doesn't work at all.,2,2025-01-02 11:24:09,BOA,Google Play
this app is not available,1,2025-01-02 06:46:51,BOA,Google Play
Best,5,2025-01-01 17:59:05,BOA,Google Play
Wow what amazing,5,2024-12-30 19:45:24,BOA,Google Play
love it,5,2024-12-30 17:30:43,BOA,Google Play
በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30 14:08:06,BOA,Google Play
Lemn embi yilal??,5,2024-12-30 14:01:11,BOA,Google Play
Good,5,2024-12-30 11:20:13,BOA,Google Play
It's useless app downgraded.,1,2024-12-29 11:19:05,BOA,Google Play
Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27 11:28:26,BOA,Google Play
Nice,5,2024-12-26 17:09:33,BOA,Google Play
When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24 04:27:54,BOA,Google Play
አይሰራም ሼም ነው፤,1,2024-12-23 15:03:45,BOA,Google Play
Not that much bad,3,2024-12-22 09:12:44,BOA,Google Play
Fine,5,2024-12-21 00:16:46,BOA,Google Play
The dirtiest application ever seen...,1,2024-12-20 17:09:23,BOA,Google Play
Nic ap,5,2024-12-19 18:08:34,BOA,Google Play
The forest app ever,1,2024-12-19 09:07:06,BOA,Google Play
"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19 04:02:34,BOA,Google Play
Bank of abissena,1,2024-12-17 19:21:09,BOA,Google Play
Good,3,2024-12-16 17:29:33,BOA,Google Play
"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16 11:02:26,BOA,Google Play
GOOD,5,2024-12-14 23:02:24,BOA,Google Play
The worst banking app ever. Never works!,1,2024-12-14 06:45:35,BOA,Google Play
Poorly functioning app,3,2024-12-13 10:55:02,BOA,Google Play
Very nice,5,2024-12-13 08:57:24,BOA,Google Play
Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11 04:08:14,BOA,Google Play
It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10 07:43:57,BOA,Google Play
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08 21:16:05,BOA,Google Play
"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07 20:40:19,BOA,Google Play
Nice,5,2024-12-07 16:00:27,BOA,Google Play
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06 15:19:23,BOA,Google Play
It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02 19:19:07,BOA,Google Play
My attention is very important because it will be the most difficult time for me,5,2024-11-30 18:23:48,BOA,Google Play
"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29 04:40:35,BOA,Google Play
I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28 09:44:51,BOA,Google Play
This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28 08:17:48,BOA,Google Play
exellent digital transaction of money,5,2024-11-26 22:10:14,BOA,Google Play
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26 13:05:22,BOA,Google Play
Best,5,2024-11-25 17:10:50,BOA,Google Play
Great,5,2024-11-25 15:26:59,BOA,Google Play
👏👏👏,5,2024-11-24 19:31:39,BOA,Google Play
Money,5,2024-11-24 08:31:41,BOA,Google Play
It needs more improvment,2,2024-11-24 07:17:29,BOA,Google Play
Good app,5,2024-11-21 15:40:34,BOA,Google Play
ab,3,2024-11-20 20:26:08,BOA,Google Play
Ademtahir,5,2024-11-20 11:41:49,BOA,Google Play
✌️✌️,5,2024-11-20 10:25:55,BOA,Google Play
Please this app on my android phone,3,2024-11-20 07:25:05,BOA,Google Play
GOAT 🐐 🐐,5,2024-11-19 14:48:41,BOA,Google Play
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19 12:12:49,BOA,Google Play
Fast and reliable,5,2024-11-18 16:58:47,BOA,Google Play
"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17 20:11:45,BOA,Google Play
Very good,5,2024-11-14 13:52:39,BOA,Google Play
One of the poorest mobile banking system,1,2024-11-13 11:35:40,BOA,Google Play
❤❤❤❤❤❤,5,2024-11-12 19:39:07,BOA,Google Play
Oene,5,2024-11-12 15:20:14,BOA,Google Play
i find it interesting specially in reciept downloading,1,2024-11-12 14:43:41,BOA,Google Play
it good,5,2024-11-12 13:50:38,BOA,Google Play
"This app crashes everytime, please fix it",1,2024-11-12 13:08:59,BOA,Google Play
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12 11:55:52,BOA,Google Play
I need a support the app is not working,5,2024-11-12 11:10:33,BOA,Google Play
Bast bank of ethiopia,5,2024-11-12 11:01:11,BOA,Google Play
Good,5,2024-11-12 10:45:45,BOA,Google Play
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12 10:15:50,BOA,Google Play
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12 10:13:20,BOA,Google Play
The worst App i have never seen like this before,1,2024-11-12 09:48:40,BOA,Google Play
Wweeeer,4,2024-11-12 08:21:44,BOA,Google Play
Infinx,5,2024-11-12 07:52:38,BOA,Google Play
Great service,5,2024-11-12 05:17:47,BOA,Google Play
👍,5,2024-11-11 11:59:32,BOA,Google Play
This app is not available on all android versions and some times it is not functional.,1,2024-11-08 12:41:15,BOA,Google Play
senayt Mesfin,4,2024-11-08 12:13:42,BOA,Google Play
Bad app vety bad.,1,2024-11-07 05:21:50,BOA,Google Play
Nice,5,2024-11-06 15:24:50,BOA,Google Play
Abessnya Banke,5,2024-11-05 13:05:11,BOA,Google Play
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04 09:45:20,BOA,Google Play
Professional on banking app,5,2024-11-01 14:08:51,BOA,Google Play
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27 21:37:31,BOA,Google Play
አይሰራም አስተካክሉት,5,2024-10-26 16:13:59,BOA,Google Play
Please try another because this app doesn't feet the need of this generation,1,2024-10-25 21:17:13,BOA,Google Play
Good,4,2024-10-25 16:40:10,BOA,Google Play
Fast transfer,5,2024-10-24 10:51:40,BOA,Google Play
"What's up I can't log in, what's wrong",5,2024-10-22 04:57:44,BOA,Google Play
Amrumehamed,1,2024-10-21 15:43:38,BOA,Google Play
Good,5,2024-10-19 15:42:22,BOA,Google Play
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18 20:22:15,BOA,Google Play
Very good,5,2024-10-18 16:02:55,BOA,Google Play
ደደገነሐ,5,2024-10-15 09:27:29,BOA,Google Play
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14 07:06:39,BOA,Google Play
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13 08:08:25,BOA,Google Play
